"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Paul Richardson",3000,"Buf@Sea 08:30PM ET",2.800,"Sea"
"WR","Tanner McEvoy",3000,"Buf@Sea 08:30PM ET",2.937,"Sea"
"DST","Steelers ",2900,"Pit@Bal 01:00PM ET",4.429,"Pit"
"TE","Lance Kendricks",2900,"Car@LA 04:05PM ET",7.871,"LA"
"TE","Dwayne Allen",2900,"Ind@GB 04:25PM ET",8.533,"Ind"
"TE","Jacob Tamme",2800,"Atl@TB 08:25PM ET",7.625,"Atl"
"DST","Jets ",2800,"NYJ@Mia 01:00PM ET",4.000,"NYJ"
"TE","Jesse James",2800,"Pit@Bal 01:00PM ET",7.986,"Pit"
"DST","Bills ",2800,"Buf@Sea 08:30PM ET",9.500,"Buf"
"DST","Falcons ",2700,"Atl@TB 08:25PM ET",6.250,"Atl"
"TE","Richard Rodgers",2700,"Ind@GB 04:25PM ET",3.343,"GB"
"DST","Packers ",2700,"Ind@GB 04:25PM ET",6.000,"GB"
"DST","Raiders ",2700,"Den@Oak 08:30PM ET",4.500,"Oak"
"TE","Charles Clay",2700,"Buf@Sea 08:30PM ET",6.675,"Buf"
"TE","Larry Donnell",2600,"Phi@NYG 01:00PM ET",4.867,"NYG"
"TE","Vance McDonald",2600,"NO@SF 04:05PM ET",6.840,"SF"
"DST","Titans ",2600,"Ten@SD 04:25PM ET",5.625,"Ten"
"TE","Virgil Green",2600,"Den@Oak 08:30PM ET",5.800,"Den"
"TE","Brandon Myers",2500,"Atl@TB 08:25PM ET",1.614,"TB"
"TE","Andrew DePaola",2500,"Atl@TB 08:25PM ET",0.000,"TB"
"TE","Luke Stocker",2500,"Atl@TB 08:25PM ET",0.700,"TB"
"TE","Levine Toilolo",2500,"Atl@TB 08:25PM ET",2.688,"Atl"
"TE","Joshua Perkins",2500,"Atl@TB 08:25PM ET",0,"Atl"
"TE","Alan Cross",2500,"Atl@TB 08:25PM ET",0.300,"TB"
"TE","Austin Hooper",2500,"Atl@TB 08:25PM ET",4.563,"Atl"
"DST","Buccaneers ",2500,"Atl@TB 08:25PM ET",5.714,"TB"
"TE","Clay Harbor",2500,"Det@Min 01:00PM ET",0.700,"Det"
"TE","Rhett Ellison",2500,"Det@Min 01:00PM ET",0.667,"Min"
"TE","Kevin McDermott",2500,"Det@Min 01:00PM ET",0.000,"Min"
"TE","MyCole Pruitt",2500,"Det@Min 01:00PM ET",0.850,"Min"
"TE","David Morgan",2500,"Det@Min 01:00PM ET",0.000,"Min"
"TE","Cole Wick",2500,"Det@Min 01:00PM ET",0.633,"Det"
"TE","Khari Lee",2500,"Det@Min 01:00PM ET",0.000,"Det"
"DST","Lions ",2500,"Det@Min 01:00PM ET",5.000,"Det"
"TE","Brent Celek",2500,"Phi@NYG 01:00PM ET",1.843,"Phi"
"TE","Trey Burton",2500,"Phi@NYG 01:00PM ET",4.100,"Phi"
"TE","Will Tye",2500,"Phi@NYG 01:00PM ET",4.700,"NYG"
"TE","Jerell Adams",2500,"Phi@NYG 01:00PM ET",1.240,"NYG"
"TE","Kellen Davis",2500,"NYJ@Mia 01:00PM ET",0.000,"NYJ"
"TE","Jordan Cameron",2500,"NYJ@Mia 01:00PM ET",6.667,"Mia"
"TE","MarQueis Gray",2500,"NYJ@Mia 01:00PM ET",1.586,"Mia"
"TE","Dion Sims",2500,"NYJ@Mia 01:00PM ET",2.900,"Mia"
"TE","Brandon Bostick",2500,"NYJ@Mia 01:00PM ET",0.413,"NYJ"
"TE","Austin Seferian-Jenkins",2500,"NYJ@Mia 01:00PM ET",5.700,"NYJ"
"TE","Dominique Jones",2500,"NYJ@Mia 01:00PM ET",1.400,"Mia"
"TE","Marcedes Lewis",2500,"Jax@KC 01:00PM ET",4.586,"Jax"
"TE","James Winchester",2500,"Jax@KC 01:00PM ET",0.000,"KC"
"TE","James O'Shaughnessy",2500,"Jax@KC 01:00PM ET",0.000,"KC"
"TE","Neal Sterling",2500,"Jax@KC 01:00PM ET",0.500,"Jax"
"TE","Ross Travis",2500,"Jax@KC 01:00PM ET",0.750,"KC"
"TE","Demetrius Harris",2500,"Jax@KC 01:00PM ET",2.571,"KC"
"TE","Ben Koyack",2500,"Jax@KC 01:00PM ET",1.820,"Jax"
"TE","Gavin Escobar",2500,"Dal@Cle 01:00PM ET",0.000,"Dal"
"TE","Randall Telfer",2500,"Dal@Cle 01:00PM ET",0.000,"Cle"
"TE","Connor Hamlett",2500,"Dal@Cle 01:00PM ET",2.900,"Cle"
"TE","Seth DeValve",2500,"Dal@Cle 01:00PM ET",0.375,"Cle"
"TE","Danny Vitale",2500,"Dal@Cle 01:00PM ET",0.000,"Cle"
"TE","Geoff Swaim",2500,"Dal@Cle 01:00PM ET",1.400,"Dal"
"TE","David Johnson",2500,"Pit@Bal 01:00PM ET",0.943,"Pit"
"TE","Ladarius Green",2500,"Pit@Bal 01:00PM ET",0,"Pit"
"TE","Crockett Gillmore",2500,"Pit@Bal 01:00PM ET",3.014,"Bal"
"TE","Xavier Grimble",2500,"Pit@Bal 01:00PM ET",3.186,"Pit"
"TE","Darren Waller",2500,"Pit@Bal 01:00PM ET",0.000,"Bal"
"TE","Kyle Nelson",2500,"NO@SF 04:05PM ET",0.000,"SF"
"TE","Garrett Celek",2500,"NO@SF 04:05PM ET",3.700,"SF"
"TE","Josh Hill",2500,"NO@SF 04:05PM ET",3.300,"NO"
"TE","Blake Bell",2500,"NO@SF 04:05PM ET",0.500,"SF"
"TE","Je'Ron Hamm",2500,"NO@SF 04:05PM ET",0.000,"SF"
"TE","Ed Dickson",2500,"Car@LA 04:05PM ET",2.614,"Car"
"TE","Cory Harkey",2500,"Car@LA 04:05PM ET",0.000,"LA"
"TE","Chris Manhertz",2500,"Car@LA 04:05PM ET",0.000,"Car"
"TE","Scott Simonson",2500,"Car@LA 04:05PM ET",0.000,"Car"
"TE","Tyler Higbee",2500,"Car@LA 04:05PM ET",0.371,"LA"
"TE","Temarrick Hemingway",2500,"Car@LA 04:05PM ET",0.000,"LA"
"TE","Jared Cook",2500,"Ind@GB 04:25PM ET",3.767,"GB"
"TE","Chase Coffman",2500,"Ind@GB 04:25PM ET",0.000,"Ind"
"TE","Justin Perillo",2500,"Ind@GB 04:25PM ET",0.529,"GB"
"TE","Erik Swoope",2500,"Ind@GB 04:25PM ET",2.288,"Ind"
"TE","Anthony Fasano",2500,"Ten@SD 04:25PM ET",1.700,"Ten"
"TE","Sean McGrath",2500,"Ten@SD 04:25PM ET",0.288,"SD"
"TE","Beau Brinkley",2500,"Ten@SD 04:25PM ET",0.000,"Ten"
"TE","Asante Cleveland",2500,"Ten@SD 04:25PM ET",0.000,"SD"
"TE","Jace Amaro",2500,"Ten@SD 04:25PM ET",4.450,"Ten"
"TE","Phillip Supernaw",2500,"Ten@SD 04:25PM ET",1.275,"Ten"
"TE","John Phillips",2500,"Den@Oak 08:30PM ET",1.875,"Den"
"TE","Mychal Rivera",2500,"Den@Oak 08:30PM ET",3.720,"Oak"
"TE","A.J. Derby",2500,"Den@Oak 08:30PM ET",0.000,"Den"
"TE","Clive Walford",2500,"Den@Oak 08:30PM ET",6.229,"Oak"
"TE","Jeff Heuerman",2500,"Den@Oak 08:30PM ET",1.360,"Den"
"TE","Ryan O'Malley",2500,"Den@Oak 08:30PM ET",0.000,"Oak"
"TE","Luke Willson",2500,"Buf@Sea 08:30PM ET",2.200,"Sea"
"TE","Brandon Williams",2500,"Buf@Sea 08:30PM ET",0.000,"Sea"
"TE","Gerald Christian",2500,"Buf@Sea 08:30PM ET",0.000,"Buf"
"TE","Nick O'Leary",2500,"Buf@Sea 08:30PM ET",2.300,"Buf"
"TE","Nick Vannett",2500,"Buf@Sea 08:30PM ET",0.567,"Sea"
"DST","Rams ",2400,"Car@LA 04:05PM ET",7.286,"LA"
"DST","Jaguars ",2300,"Jax@KC 01:00PM ET",2.286,"Jax"
"DST","Saints ",2300,"NO@SF 04:05PM ET",2.429,"NO"
"DST","Browns ",2200,"Dal@Cle 01:00PM ET",3.750,"Cle"
"DST","49ers ",2100,"NO@SF 04:05PM ET",4.714,"SF"
"DST","Colts ",2100,"Ind@GB 04:25PM ET",3.875,"Ind"
